Genre,Rating,from,times,to
ic_slash,R,Билл Уизли,6.0,Чарли Уизли
ic_het,R,Гарри Поттер,8.0,Северус Снейп
ic_slash,NC-17,Люциус,2.0,Сириус
ic_gen,R,alt!Вернон Дурсль,1.0,alt!Петунья Дурсль
ic_gen,R,fem!Гарри Поттер,5.0,Том Марволо Реддл
ic_het,PG-13,Ирма Пинс,1.0,Северус Снейп
ic_het,R,Гермиона Грейнджер,12.0,Сириус
ic_het,NC-21,Драко Малфой,2.0,Панси Паркинсон
ic_slash,R,Альбус Дамблдор,4.0,Том Риддл
ic_het,G,Гермиона Грейнджер,2.0,Скабиор
ic_het,NC-17,Астория Гринграсс,1.0,Северус Снейп
ic_slash,PG-13,Кит,3.0,Лэнс
ic_het,R,Джеймс,5.0,Лили
ic_het,NC-17,Джордж Уизли,1.0,Луна Лавгуд
ic_mixed,G,Маркус,1.0,Оливер
ic_mixed,PG-13,Невилл Лонгботтом,1.0,Теодор Нотт
ic_mixed,PG-13,Блейз Забини,7.0,Рон Уизли
ic_mixed,PG-13,Дин Томас,3.0,Симус Финниган
ic_mixed,PG-13,Джинни Уизли,1.0,Полумна Лавгуд 
ic_slash,PG-13,Оби-Ван Кеноби,1.0,Энакин Скайуокер
ic_slash,PG-13,Драко Малфой,2.0,Стайлз
ic_slash,NC-17,Невилл,1.0,Северус Снейп
ic_het,R,Блейз Забини,1.0,Диана Шейд-Ренард
ic_het,R,Дафна Гринграсс,6.0,Теодор Нотт
ic_het,R,Диана Шейд-Ренард,1.0,Драко Малфой
ic_slash,NC-17,Драко Малфой,6.0,Невилл Лонгботтом
ic_mixed,R, Минако Айно,1.0,Гарри Поттер 
ic_het,PG-13,Дин Томас,1.0,Парвати Патил
ic_slash,PG-13,Бартемиус Крауч-мл.,1.0,Десятый Доктор
ic_het,NC-17,Габриэль Поттер,1.0,Северус Снейп
ic_slash,G,гарри,1.0,драко
ic_mixed,R,Горький!Драко Малфой,1.0,Есенин!Гарри Поттер
ic_mixed,R,Гюго!Рон Уизли,1.0,Робеспьер!Гермиона Грейнджер
ic_slash,G,Драко Малфой,1.0,НМП
ic_slash,G,Альбус,4.0,Геллерт
ic_het,PG-13,Билл Уизли,1.0,Нимфадора Тонкс
ic_gen,PG-13, Гарри Поттер,1.0,Драко Малфой 
ic_gen,NC-17,Гермиона Грейнджер,1.0,Оливер
ic_femslash,R,Гарри Поттер,2.0,Драко Малфой
ic_het,G, ОЖП,1.0,Северус Снейп
ic_femslash,R,БЛ,1.0,ГГ
ic_het,G,ОЖП,2.0,Регулус Блэк
ic_mixed,PG-13,Джинни Уизли,1.0,Панси Паркинсон
ic_mixed,PG-13,Драко Малфой,6.0,Рон Уизли
ic_mixed,PG-13,Анджелина Джонсон,1.0,Джинни Уизли
ic_mixed,PG-13,Драко Малфой,5.0,Панси Паркинсон
ic_mixed,PG-13,Гермиона Грейнджер,3.0,Теодор Нотт
ic_mixed,PG-13,Луна Лавгуд,1.0,Чжоу Чанг
ic_mixed,PG-13,Захария Смит,1.0,Седрик Диггори
ic_mixed,PG-13,Джордж Уизли,6.0,Фред Уизли
ic_gen,G,Оливер,2.0,Седрик
ic_het,PG-13,Гарри Поттер,1.0,Малфой
ic_slash,PG-13,Лорд Волан-де-Морт,1.0,Регулус Блэк
ic_slash,PG-13,RK900,1.0,Гэвин Рид
ic_slash,PG-13,Маркус,2.0,Саймон
ic_other,PG-13,fem!Северус Снейп,1.0,Джеймс Поттер
ic_slash,G,Ганнибал Лектер,1.0,Гарри Поттер
ic_het,PG-13,Меропа Гонт,1.0,Томас Риддл-старший
ic_slash,PG-13,Гарри Поттер,5.0,Ремус Люпин
ic_het,PG-13,Луна Лавгуд,1.0,Невилл Долгопупс
ic_gen,PG-13, Гермиона Грейнджер,4.0,Драко Малфой
ic_gen,PG-13,Джинни Уизли,2.0,Дин Томас
ic_mixed,G,Лили Эванс,4.0,Северус Снейп
ic_slash,R,Драко Малфой,9.0,Люциус Малфой
ic_het,G,Полумна Лавгуд,1.0,Рон Уизли
ic_het,PG-13, Николь Уэллс,1.0,Сириус Блэк
ic_het,R,Блейз Забини,9.0,Полумна Лавгуд
ic_slash,NC-17,Николай Васильевич Гоголь,1.0,Яков Петрович Гуро
ic_het,G,Гарри Поттер,2.0,Кэти Белл
ic_het,PG-13, ОЖП,2.0,Северус Снейп 
ic_het,PG-13,Пидж,1.0,Широ
ic_slash,NC-17,Виктор,1.0,Рон Уизли
ic_mixed,R,Драко Малфой,9.0,ОЖП
ic_mixed,NC-17, Драко Малфой,1.0,Гермиона Грейнджер
ic_het,R,Гермиона Грейнджер,1.0,Тсунаёши Савада
ic_het,R,Гарри Поттер,1.0,Хару Миура
ic_het,R,Полумна Лавгуд,1.0,Такеши Ямамото
ic_het,R,Рон Уизли,1.0,Хром Докуро
ic_het,PG-13,Беллатриса Лестрейндж,3.0,Лорд Волан-де-Морт
ic_het,R,fem!Гарри Поттер,2.0,Рон Уизли
ic_het,PG-13,Натаниэль Куртцберг,1.0,Хлоя Буржуа
ic_het,PG-13,Алия Сезер,2.0,Нино Лейф
ic_het,PG-13,Адриан Агрест,4.0,Маринетт Дюпэн-Чэн
ic_het,PG-13,Джордж Уизли,2.0,НЖП
ic_het,PG-13, Джинни Уизли,1.0,Римус Люпин
ic_mixed,NC-17,Драко Малфой,3.0,ОМП
ic_het,NC-17,Беллатрикс Лестрейндж,2.0,Лорд Волдеморт
ic_het,G,Алиса Лонгботтом,5.0,Фрэнк Лонгботтом
ic_slash,PG-13, Минж,1.0,Люпин 
ic_slash,NC-17,Дин Винчестер,2.0,Кастиэль Новак
ic_mixed,PG-13,Люциус Малфой,2.0,ОЖП
ic_slash,NC-17,Барти Крауч-младший; Барти Крауч-старший,1.0,Струпьяр
ic_mixed,NC-21,Волдеморт,2.0,Гарри Поттер
ic_mixed,G, Дафна Гринграсс,1.0,Гарри Поттер
ic_slash,NC-17,Гарри Поттер,1.0,не взаимно!Сириус Блэк III
ic_slash,NC-17,Гарри Поттер,1.0,не взаимно!Ремус Люпин
ic_slash,G,male!Гермиона Грейнджер,1.0,Драко Малфой
ic_slash,R,Ойкава Тоору,1.0,Ушиджима Вакатоши
ic_slash,R,Куроо Тецуро,1.0,Цукишима Кей
ic_slash,R,Кагеяма Тобио,1.0,Сугавара Коши
ic_het,G,Волдеморт,1.0,Лили
ic_het,G, Северус Снейп,2.0,Гермиона Грейнджер 
ic_het,NC-17,Драко Малфой,2.0,Кассиопея Малфой
ic_gen,PG-13,Волосы Трандуила,1.0,Люциус Малфой
ic_mixed,R,Салазар Слизерин,1.0,Том Марволо Реддл
ic_mixed,R,Гарри Поттер,4.0,ОЖП
ic_mixed,R,ОМП,1.0,Ровена Рейвенкло
ic_mixed,R,ОМП,2.0,Северус Снейп
ic_mixed,R,Беллатриса Лестрейндж,1.0,Мария Нерваль
ic_mixed,R,Мария Нерваль,1.0,Салазар Слизерин
ic_mixed,R,Луи,1.0,Пенелопа
ic_het,R,Кассиопея Блэк,1.0,ОМП
ic_mixed,R,Миртл,1.0,Том Марволо Реддл
ic_het,NC-17, Гермиона,1.0,Маркус
ic_mixed,PG-13,Альбус Дамблдор,6.0,Геллерт Гриндельвальд
ic_mixed,PG-13,Гарри Поттер,16.0,Гермиона Грейнджер
ic_slash,NC-17,Малкольм Бэддок,3.0,Терри Бут
ic_slash,R,human!Билл Сайфер,1.0,Диппер Пайнс
ic_mixed,PG-13,Гарри Поттер,14.0,Северус Снейп
ic_mixed,PG-13,ОЖП,7.0,ОМП
ic_mixed,NC-17,Гарри Поттер,1.0,Драко Малфой и куча народу
ic_het,PG-13, Гермиона Грейнджер,8.0,Северус Снейп
ic_het,G,Нимфадора Тонкс,1.0,Рудольфус Лестранж
ic_gen,G,Роза Уизли,3.0,Скорпиус Гиперион Малфой
ic_het,G,Лили,7.0,Скорпиус
ic_het,NC-17,!Гарри Поттер,4.0,Гарем
ic_slash,PG-13,ГП,1.0,ЧУ
ic_het,R,Панси Паркинсон,16.0,Рон Уизли
ic_het,PG-13, Том Риддл старший и младший,1.0,Мероуп Гонт
ic_het,PG-13,Марлин МакКинон,4.0,Сириус Блэк
ic_gen,PG-13,Андромеда Тонкс,3.0,Тед Тонкс
ic_gen,PG-13,Виктуар Уизли,1.0,Тедди Люпин
ic_het,R,Абраксас Малфой,2.0,ОЖП
ic_het,R,ОЖП,1.0,Эйвери-старший
ic_het,R,Лестрейндж-старший,2.0,ОЖП
ic_het,G,Седрелла Блэк,1.0,Септимус Уизли
ic_het,G,Люпин,8.0,Тонкс
ic_het,PG-13,Гермиона Грейнджер,2.0,Панси Паркинсон
ic_het,NC-17,fem!Драко,1.0,Люциус
ic_gen,G,Беллатриса Лестрейндж,6.0,Том Марволо Реддл
ic_slash,R, Северус Снейп,1.0,Кингсли Шеклбот
ic_het,G,Персей Джексон,1.0,Полумна Лавгуд
ic_het,PG-13,Гермиона Грейнджер,3.0,Джеймс Поттер
ic_slash,R,Виктор Никифоров,1.0,Юри Кацуки
ic_het,NC-17, Hermione Granger,1.0,Harry Potter
ic_het,PG-13, Гермиона,3.0,Драко Малфой
ic_het,G,Лаванда Браун,1.0,Теодор Нотт
ic_het,G,Блейз Забини,1.0,Луна Лавгуд
ic_mixed,NC-17,НЖП,1.0,НЖП
ic_het,PG-13,Вольдеморт,1.0,Плакса Миртл
ic_het,PG-13,Анетта Кристиан,1.0,Ксенофилиус Лавгуд
ic_het,NC-17,Лили Эванс,5.0,Северус Снейп
ic_slash,R,Добби,1.0,Северус Снейп
ic_het,NC-21,dark!Гарри Поттер,1.0,Флёр Делакур
ic_het,NC-21,dark!Гарри Поттер,1.0,Нимфадора Тонкс
ic_het,NC-21,dark!Гарри Поттер,1.0,Моргана Пендрагон
ic_het,NC-21,dark!Гарри Поттер,1.0,Беллатриса Лестрейндж
ic_mixed,NC-17,Седрик Диггори,2.0,Том Марволо Реддл
ic_mixed,NC-17,Антонин Долохов,2.0,Невилл Лонгботтом
ic_mixed,NC-17,Джаспер Хейл,3.0,Элис Каллен
ic_mixed,NC-17,Розали Хейл,3.0,Эмметт Каллен
ic_mixed,NC-17,Карлайл Каллен,3.0,Эсми Каллен
ic_mixed,NC-17,Драко Малфой,2.0,Корбан Яксли
ic_mixed,NC-17,Джек Роллинс,1.0,Минерва Макгонагалл
ic_mixed,NC-17,Августус Руквуд,1.0,Сивилла Трелони
ic_mixed,NC-17,Тони Старк,1.0,Флёр Делакур
ic_het,PG-13,Дадли Дурсль,1.0,ОЖП
ic_slash,PG-13,Невилл Лонгботтом,1.0,Перси Уизли
ic_het,NC-17,Рон Уизли,3.0,Флёр Делакур
ic_het,PG-13,Аннабет,1.0,Перси
ic_mixed,PG-13,Персонажи мировой культуры,1.0,Северус Снейп
ic_het,NC-17,Гарри Поттер,2.0,Северус Снейп
ic_het,NC-17,Гарри Поттер,1.0,Рита Скиттер
ic_het,NC-17,Гарри Поттер,3.0,Рита Скитер
ic_gen,R,ОМП,3.0,ОМП
ic_gen,NC-17,Джеймс Поттер,12.0,Лили Поттер
ic_gen,NC-17,Астория Малфой,1.0,Драко Малфой
ic_gen,NC-17,Марлин МакКиннон,1.0,Сириус Блэк III
ic_mixed,R,ОЖП,5.0,Ремус Люпин
ic_mixed,R,Джеймс Поттер,1.0,Люциус Малфой
ic_mixed,R,ОЖП,4.0,Сириус Блэк III
ic_slash,NC-17,Гарри Поттер,2.0,Леголас
ic_mixed,PG-13, Гермиона,1.0,Драцилла 
ic_gen,G,Ганнибал Лектер,1.0,Уилл Грэм
ic_het,G,Антония Тоттенхем,1.0,Северус Снейп
ic_gen,R,ГП,1.0,ЛВ
ic_slash,PG-13,Гермиона Грейнджер,2.0,Пэнси Паркинсон
ic_slash,NC-17,альфа!Северус Снейп,3.0,омега!Гарри Поттер
ic_slash,PG-13,Мин Юнги,11.0,Чон Чонгук
ic_other,PG-13,Ваза,1.0,Люциус
ic_slash,NC-17, гарри поттер,1.0,салазар слизерин
ic_mixed,PG-13,Блейз Забини,4.0,Джинни Уизли
ic_het,PG-13,Гарри Поттер,1.0,Люциус Малфой
ic_het,NC-17,Джордж Уизли,1.0,Нарцисса Малфой
ic_het,PG-13, Дочь Беллатрикс Блэк,1.0,Гарри Поттер 
ic_het,NC-17,Антонин Долохов,1.0,Элен Хэрмент
ic_gen,NC-17,Невилл Лонгботтом,1.0,Полумна Лавгуд
ic_gen,NC-17,Джинни Уизли,1.0,Эрни Макмиллан
ic_het,G,Гарри Поттер,3.0,Северус Снейп
ic_het,G,Белла,1.0,Сириус
ic_het,NC-17,гермиона,2.0,драко
ic_slash,NC-17,Кит,2.0,Лэнс
ic_slash,NC-17,Аллура,1.0,Широ
ic_other,G,Гарри Поттер,5.0,Драко Малфой
ic_slash,NC-17,Гарри Поттер,11.0,Лорд Волдеморт
ic_other,PG-13,Беллатриса Лестрейндж,1.0,Нимфадора Тонкс
ic_other,PG-13,Блейз Забини,1.0,Ремус Люпин
ic_gen,PG-13,Нико ди Анджело,1.0,ОЖП
ic_het,PG-13,Джинни Уизли,1.0,Панси Паркинсон
ic_het,G, Джеймс Поттер,2.0,Лили Эванс 
ic_slash,PG-13,Гарри Поттер,1.0,Фенрир
ic_slash,NC-17,Драко Малфой,1.0,Юрий Плисецкий
ic_slash,PG-13, Гарри Поттер,1.0,Люциус Малфой 
ic_het,PG-13,Изабелла Каллен,2.0,Эдвард Каллен
ic_het,PG-13,Билл Уизли,1.0,Рован Кханна
ic_het,PG-13,Билл Уизли ,1.0,Рован Кханна
ic_het,PG-13,Нимфадора Тонкс,1.0,Флёр Делакур
ic_mixed,PG-13,Гермиона Грейнджер,3.0,Фред
ic_het,NC-21,male!Гарри Поттер,1.0,ОЖП(Лариэлла)
ic_slash,NC-17,Олег Меньшиков,1.0,Том Реддл
ic_het,R,Люциус Малфой,3.0,Нарцисса Блэк
ic_gen,PG-13,Криденс Бэрбоун,1.0,Персиваль Грейвс
ic_gen,PG-13,Ньют Скамандер,1.0,Персиваль Грейвс
ic_het,G,Василиса Огнева,1.0,Фэшиар
ic_het,G,Диана Фрезер,1.0,Ник Лазарев
ic_het,G,Захарра Драгоций,1.0,Маар Броннер
ic_het,NC-17,Северус Снейп,1.0,Элинор Поттер 
ic_het,R,Минерва Макгонагалл,1.0,Фридрих Шульц
ic_slash,G,Гарри Стайлс,3.0,Луи Томлинсон
ic_slash,R,Гарри Поттер,1.0,Ремус Люпин
ic_mixed,R,Гермиона Грейнджер,9.0,Панси Паркинсон
ic_slash,NC-17,Гарри Поттер ,1.0,Северус Снейп
ic_het,R, Лили Эванс,1.0,Джеймс Поттер
ic_het,PG-13,ОМП,1.0,Том Марволо Реддл
ic_het,G, Джеймс Поттер,1.0,Лили Эванс
ic_het,PG-13,Беллатрикс Лестрейндж.,1.0,Сириус Блэк
ic_slash,R,Гарри Поттер,1.0,Джеймс «Логан» Хоулетт
ic_slash,NC-17,Гарри Поттер,1.0,вейла!Драко Малфой
ic_slash,NC-21,Панси Паркинсон,1.0,за кадром!Гермиона Грейнджер
ic_het,G,Ожп,1.0,СС
ic_slash,PG-13,Гарри Поттер,2.0,Луи
ic_slash,G,Квиринус Квиррелл,1.0,Лорд Волан-де-Морт
ic_femslash,G,Беллатриса Лестрейндж,1.0,Минерва Макгонагалл
ic_het,R,Долорес Амбридж,1.0,Корбан Яксли
ic_gen,G,Гарри Поттер,1.0,Квиринус Квиррелл
ic_het,PG-13,Андромеда Тонкс,1.0,Тэд Тонкс
ic_slash,NC-17,Кингсли,1.0,Сириус
ic_het,PG-13,Гарри Поттер,2.0,Таня Гроттер
ic_gen,G,Беллатрисса,1.0,Лорд Воландеморт
ic_gen,R,ОЖП,1.0,Оливер Вуд
ic_slash,R,Гарри Поттер,8.0,Локи
ic_het,G,ОЖП,1.0,Питер Петтигрю
ic_het,G,Билл Уизли,8.0,Флёр Делакур
ic_het,R,Марлин Маккиннон,2.0,Регулус Блэк
ic_het,PG-13,Дарси Торнтон,1.0,Сириус Блэк
ic_het,NC-17,Алия Сезер,1.0,Нино Лейф
ic_het,NC-17,Маринетт Дюпэн-Чэн,1.0,фоном!Адриан Агрест
ic_het,NC-17,Гарри Поттер,1.0,Маринетт Дюпэн-Чэн
ic_het,NC-17,Лука Куффен,1.0,фоном!Алия Сезер
ic_het,NC-17,Гарри Поттер,1.0,фоном!Джинни Уизли
ic_slash,PG-13,Кейтлин Сноу,1.0,Ронни Рэймонд
ic_slash,PG-13,Лиза Снарт,1.0,"Франциско ""Циско"" Рамон"
ic_slash,PG-13,"Бартоломью ""Барри"" Аллен",1.0,Хартли Рэтэуэй
ic_het,R,Мари-Виктуар Уизли,4.0,Тедди Люпин
ic_het,R,Гермиона Грейнджер,1.0,все.
ic_gen,R,Данте,1.0,Нимфадора Тонкс
ic_mixed,NC-17,Арно Савиньяк,1.0,Валентин Придд
ic_mixed,NC-17,Габриэла Борн,1.0,Том Марволо Реддл
ic_mixed,NC-17,Джастин Придд,1.0,Рокэ Алва
ic_het,NC-17,Джинни Уизли,4.0,ОМП
ic_het,PG-13, Артур Уизли,1.0,Молли Уизли
ic_het,PG-13,Гарри Поттер,8.0,Чжоу Чанг
ic_gen,NC-17, Эрика Фурудо,2.0,Гарри Поттер 
ic_het,R, ОЖП,1.0,СС 
ic_het,PG-13,Геральт из Ривии,1.0,Йеннифэр из Венгерберга
ic_het,NC-17,Лили Эванс,4.0,Сириус Блэк
ic_het,R,Гилдерой Локхарт,1.0,Нарцисса Малфой
ic_het,R,Вальбурга Блэк,1.0,Люциус Малфой
ic_het,G,Дамблдор,1.0,Минерва
ic_femslash,PG-13,Габриэль Делакур,1.0,Падма Патил
ic_het,NC-17,male!Драко Малфой,1.0,ОЖП
ic_gen,G,Автор,1.0,Хандра
ic_het,PG-13,Гермиона Грейнджер.,12.0,Драко Малфой
ic_other,PG-13,Драко Малфой,1.0,ОЖП
ic_slash,NC-17,Драко Малфой,8.0,Том Марволо Реддл
ic_het,PG-13,fem!Гарри Поттер,2.0,Таджима Учиха
ic_gen,NC-17, Роксана Гринграсс,1.0,Хантер Ливингстон
ic_het,PG-13,Салазар Слизерин,9.0,Хельга Хаффлпафф
ic_het,PG-13,Ровена Рэйвенкло,2.0,Салазар Слизерин
ic_femslash,PG-13,Минерва МакГонагалл,1.0,Роланда Хуч
ic_slash,PG-13,human!RK900,1.0,human!Коннор
ic_het,G,Лили Эванс ,1.0,Северус Снейп.
ic_gen,PG-13,Фред,1.0,Эмилия
ic_het,R,Гермиона Грейнджер,2.0,НМП
ic_mixed,NC-17,Алиса Певерелл,1.0,Игнотус Певерелл
ic_mixed,NC-17,Ровена Рейвенкло,1.0,Салазар Слизерин
ic_mixed,NC-17,Годрик Гриффиндор,1.0,Хельга Хаффлпафф
ic_mixed,NC-17,Мордред,1.0,Фрея
ic_mixed,NC-17,Моргана Пендрагон,1.0,Сэр Гвейн
ic_gen,NC-17,гермиона,1.0,профессор Х 
ic_het,R,Астория Гринграсс,3.0,Теодор Нотт
ic_het,PG-13,Елена Рейвенкло,2.0,Кровавый Барон
ic_mixed,PG-13,Джеймс Мориарти,1.0,Себастьян Моран
ic_mixed,PG-13,Маркус,1.0,Саймон
ic_mixed,PG-13,Стив Роджерс,2.0,Тони Старк
ic_mixed,PG-13,Нико ди Анджело,1.0,Перси Джексон
ic_het,PG-13,Седрик Диггори,1.0,Флёр Делакур
ic_het,R,fem!Рон Уизли,1.0,male!Гермиона Грейнджер
ic_slash,G,Блейз,1.0,Невилл
ic_het,PG-13,Драко Малфой,2.0,Кэтрин Пирс
ic_slash,R,Кое-кто,1.0,с кое-кем
ic_slash,NC-17,Саурон,1.0,Северус Снейп
ic_slash,NC-17,Захария Смит,1.0,Панси Паркинсон
ic_het,PG-13,Лили Луна Поттер,2.0,Лоркан Скамандер
ic_gen,PG-13,Гарри Поттер,7.0,ОЖП
ic_het,R,Габриель Делакур,1.0,Гарри Поттер
ic_het,NC-17,fem!Том Марволо Реддл,2.0,Гарри Поттер
ic_het,PG-13,Нимфадора Тонкс,2.0,Сириус Блэк III
ic_het,PG-13,Верити,1.0,Джордж Уизли
ic_het,G,Аргус Филч,2.0,Миссис Норрис
ic_het,G,Гермиона Грейнжер,2.0,Драко Малфой
ic_gen,G,ОЖП,4.0,Том Марволо Реддл
ic_het,G, Лили Поттер,1.0,Скорпиус Малфой
ic_gen,G,Аврора Синистра,1.0,Северус Снейп
ic_mixed,NC-17, Сириус Блек,1.0,Гермиона Грейнджер
ic_het,G,Волан-де-Морт,1.0,Гермиона Грейнджер
ic_gen,R,Марлин МакКиннон,1.0,Сириус Блэк
ic_het,R,Бартемиус Крауч-мл.,1.0,Берта Джоркинс
ic_het,PG-13,Дафна Гринграсс,1.0,Северус Снейп
ic_het,G,Белла,2.0,Волдик
ic_het,R,Марлин Маккиннон,3.0,Сириус Блэк I
ic_mixed,R,canon!Гермиона Грейнджер,1.0,canon!Рон Уизли
ic_mixed,R,canon!Гарри Поттер,1.0,canon!Гермиона Грейнджер
ic_mixed,R,canon!Гарри Поттер,1.0,canon!Джинни Уизли
ic_mixed,R,canon!Луна Лавгуд,1.0,canon!Невилл Лонгботтом
ic_mixed,R,canon!Луна Лавгуд,1.0,Бартемиус Крауч-мл.
ic_mixed,R,canon!Нимфадора Тонкс,1.0,canon!Ремус Люпин
ic_mixed,R,canon!Беллатриса Лестрейндж,1.0,canon!Том Марволо Реддл
ic_mixed,R,Альбус Дамблдор,6.0,Геллерт Гриндельвальд
ic_mixed,R,Геллерт Гриндельвальд,1.0,ОЖП
ic_mixed,R,ОМП,3.0,Том Марволо Реддл
ic_mixed,R,Драко Малфой,1.0,Теодор Нотт
ic_mixed,R,Люциус Малфой,1.0,Мистер Нотт
ic_mixed,R,Мистер Нотт,1.0,Нарцисса Малфой
ic_mixed,R,Беллатриса Лестрейндж,7.0,Родольфус Лестрейндж
ic_mixed,R,Геллерт Гриндельвальд,1.0,Минерва Макгонагалл
ic_mixed,R,Лили Поттер,8.0,Северус Снейп
ic_mixed,R,Антонин Долохов,1.0,Петунья Дурсль
ic_het,PG-13,Волдеморт,1.0,Нина
ic_gen,PG-13,Гермиона Грейнджер,3.0,Невилл Лонгботтом
ic_mixed,NC-17,ОЖП,1.0,Полумна Лавгуд
ic_het,G,Гермиона Грейнджер,7.0,Северус
ic_slash,PG-13,Дэн,1.0,Фил
ic_het,R,Dark!Драко,1.0,Гермиона Грейнджер
ic_mixed,NC-17,Ремус Люпин,1.0,Сириус Блэк
ic_slash,R,Мари-Виктуар Уизли,1.0,Эдвард Ремус Люпин
ic_slash,R,Джеймс Сириус Поттер,1.0,Эдвард Ремус Люпин
ic_slash,R,Астория Гринграсс,6.0,Драко Малфой
ic_slash,R,Панси Паркинсон,1.0,Теодор Нотт
ic_slash,R,Блейз Забини,1.0,Колин Криви
ic_slash,R,Невилл Лонгботтом,1.0,Ханна Аббот
ic_slash,R,Полумна Лавгуд,1.0,Рольф Скамандер
ic_slash,R,Дафна Гринграсс,1.0,Миллисента Булстроуд
ic_slash,R,гарри поттерt,1.0,том реддл
ic_het,R,Блейз Забини,1.0,Драко Малфой
ic_slash,PG-13,Гарри Поттер,1.0,Преслэш !Рон Уизли
ic_slash,NC-17,Гермиона Грейнджер,5.0,Пэнси Паркинсон
ic_het,R,ОЖП,7.0,Чарли Уизли
ic_het,PG-13, Гермиона Грейнджер,3.0,Северус Снейп 
ic_slash,NC-17,Гарри Поттер,25.0,Джинни Уизли
ic_gen,G,Сириус Блэк,1.0,Эсме Уолок
ic_het,PG-13,Морган,1.0,Седрик Диггори
ic_femslash,R,Гермиона Грейнджер,4.0,Нарцисса Малфой
ic_femslash,PG-13,Джинни,2.0,Полумна
ic_het,G,Беллатриса,2.0,Волан-де-Морт
ic_slash,NC-17,ГП,1.0,ДД
ic_het,PG-13,Гермиона Грейнджер,21.0,Теодор Нотт
ic_slash,R,dark!Том Марволо Риддл,1.0,Гарри Поттер
ic_slash,NC-17,Пруссия,1.0,Россия
ic_mixed,NC-17,Гремучая Ива,1.0,Северус Снейп
ic_het,R,Гермиона Грейнджер,1.0,Торфинн Роули
ic_slash,R,Блейз Забини,2.0,Луна Лавгуд
ic_het,NC-17,Аэлита Степлтон,1.0,Драко Малфой
ic_slash,NC-21,Габриэль Певерелл,1.0,Северус Снейп
ic_slash,R,??,1.0,Гарри Поттер
ic_gen,G,Альбус Дамблдор,1.0,Лимонные дольки
ic_het,R,Ариана,1.0,Геллерт
ic_het,PG-13,Гермиона Грейнджер,1.0,Х и остальные канонные
ic_slash,PG-13,Волдеморт,1.0,Люциус
ic_het,R,Парвати Патил,2.0,Рон Уизли
ic_het,R, Гермиона Грейнджер,3.0,Гарри Поттер
ic_slash,NC-17,альфа!Гарри Поттер,2.0,омега!Северус Снейп
ic_slash,NC-17,ОЖП,1.0,Сириус Блэк
ic_slash,PG-13,Годрик,2.0,Салазар
ic_slash,PG-13,Ровена Рейвенкло,1.0,Салазар Слизерин
ic_gen,NC-17,Лили,2.0,Северус
ic_slash,NC-17,Джастин,1.0,Дэниел
ic_het,PG-13,Астория,5.0,Драко Малфой
ic_het,NC-17,Игорь Каркаров,2.0,ОЖП
ic_het,G, Гермиона,1.0,Драко Малфой
ic_het,G,Гермиона Грейнджер,1.0,намек на односторонний Драко
ic_slash,R,\Драко Малфой,2.0,Гарри Поттер
ic_het,G,Дафна,1.0,Мефодий Буслаев
ic_slash,NC-17, Светлый,1.0,Тёмный 
ic_slash,R,Ким Намджун,4.0,Пак Чимин
ic_slash,R,Ким Тэхён,3.0,Чон Хосок
ic_het,G,fem!Рон Уизли,1.0,Драко Малфой
ic_slash,PG-13,Люциус Малфой,7.0,Нарцисса Малфой
ic_het,PG-13,Гарри Поттер,1.0,Неизвестный персонаж канона
ic_mixed,R,ГП и еще кое- что,1.0,СС
ic_het,PG-13,Ариана,1.0,Гриндевальд
ic_het,G,Джессика Уайт,1.0,Регулус Блэк
ic_het,NC-17,Бартемиус Крауч-мл.,1.0,Гермиона Грейнджер
ic_gen,PG-13,fem!Том Марволо Реддл,1.0,Гарри Поттер
ic_het,PG-13,ГГ,7.0,ГП
ic_het,NC-17,Дорея Поттер,5.0,Карлус Поттер
ic_het,NC-17,Вальбурга Блэк,5.0,Орион Блэк
ic_het,PG-13,Том Марволо Реддл,1.0,Хедвиг
ic_het,PG-13,Беллатрикс Блэк,1.0,Родольфус Лестрейндж
ic_mixed,R,fem!Гарри Поттер,1.0,Томми Мерлин
ic_slash,G,джеймс,1.0,сириус
ic_het,R,Арья Старк,2.0,Джон Сноу
ic_het,G, Гермиона Грейнджер,7.0,Драко Малфой
ic_het,R,Мальсибер,1.0,Мэри Макдональд
ic_het,R, Люциус Малфой,1.0,Джинни Уизли 
ic_het,R,Мари-Виктуар Уизли,4.0,Эдвард Римус Люпин
ic_slash,NC-17,Драко Малфой,1.0,Струпьяр
ic_mixed,NC-21,Пак Чеён,1.0,Пранприя Лалиса Манобан
ic_mixed,NC-21,Кай,1.0,Ким Дженни
ic_mixed,NC-21,Джейн Фостер,1.0,Ким Джису
ic_mixed,NC-21,Ким Сокджин,1.0,Локи
ic_mixed,NC-21,ОЖП,1.0,Тор
ic_mixed,NC-21,Ким Тэхён,1.0,Ренесми Каллен
ic_het,G,,1.0,Гарри Поттер
ic_het,G, Гермиона Грейнджер,3.0,Северус Снейп 
ic_slash,NC-17,???,1.0,Гарри Поттер
ic_mixed,NC-17,Беллатриса Лестрейндж,2.0,Минерва Макгонагалл
ic_mixed,NC-17,Полумна Лавгуд,1.0,Северус Снейп
ic_mixed,NC-17,fem!Северус Снейп,1.0,male!Полумна Лавгуд
ic_femslash,PG-13,Джинни,1.0,Мелисса
